"","launched","state","backers","duration_days","mean_pledged","percent_pledged","pledged_byday","usd_goal_lvl","region","percent_pledged_lvl"
"279080","September","failed",3,60,16.2333333333333,9.2857415246158,0.811666666666667,"<2000","North America","<100"
"279083","February","successful",625,30,93.927376,198.199831864114,1956.82033333333,">=10000 & <50000","Europe",">100"
"279116","February","successful",138,20,153.797101449275,558.526315789474,1061.2,">=2000 & <10000","North America",">100"
"279200","July","successful",24,60,38.4983333333333,169.998712075215,15.3993333333333,"<2000","Europe",">100"
"279238","January","failed",6,30,21,1.26,4.2,">=10000 & <50000","North America","<100"
"279241","January","failed",0,30,0,0,0,">=50000 & <100000","Europe","<100"
"279258","April","successful",1351,34,34.2422057735011,127.107326750084,1360.62411764706,">=10000 & <50000","North America",">100"
"279262","September","successful",531,34,56.2523540489642,119.48,878.529411764706,">=10000 & <50000","North America",">100"
"279274","November","successful",284,21,32.6197183098592,463.2,441.142857142857,">=2000 & <10000","North America",">100"
"279280","August","successful",1515,31,23.7571947194719,179.96075,1161.03709677419,">=10000 & <50000","North America",">100"
"279301","May","failed",56,30,35.0282142857143,34.8600147147158,65.386,">=2000 & <10000","Europe","<100"
"279311","February","failed",0,14,0,0,0,"<2000","Asia & Pacific","<100"
"279326","November","failed",0,13,0,0,0,"<2000","Europe","<100"
"279366","February","successful",624,24,24.5384615384615,191.4,638,">=2000 & <10000","North America",">100"
"279394","August","successful",93,16,27.8817204301075,259.3,162.0625,"<2000","North America",">100"
"279420","August","failed",143,34,93.9160839160839,89.5333333333333,395,">=10000 & <50000","North America","<100"
"279424","April","successful",4385,28,175.044234891676,307.027588,27413.1775,">=100000","North America",">100"
"279534","March","failed",12,30,21.4166666666667,1.285,8.56666666666667,">=10000 & <50000","North America","<100"
"279541","February","successful",3731,30,40.5845644599303,302.84202,5047.367,">=50000 & <100000","North America",">100"
"279558","October","successful",128,32,128.389921875,103.553373379567,513.5596875,">=10000 & <50000","Europe",">100"
"279577","October","failed",4,45,16.25,0.185714285714286,1.44444444444444,">=10000 & <50000","North America","<100"
"279583","October","successful",57,30,75.0877192982456,101.904761904762,142.666666666667,">=2000 & <10000","North America",">100"
"279611","April","failed",2,30,1,0.04,0.0666666666666667,">=2000 & <10000","North America","<100"
"279632","December","successful",88,15,77.1647727272727,634.246805648958,452.7,"<2000","Europe",">100"
"279644","May","failed",2,30,1,0.000571428571428571,0.0666666666666667,">=100000","North America","<100"
"279650","October","successful",100,4,46.46,929.2,1161.5,"<2000","North America",">100"
"279653","September","failed",0,32,0,0,0,">=2000 & <10000","North America","<100"
"279655","February","failed",1,30,5.36,0.139928051919573,0.178666666666667,">=2000 & <10000","Asia & Pacific","<100"
"279660","July","successful",111,14,33.6698198198198,113.719971397709,266.953571428571,">=2000 & <10000","Europe",">100"
"279671","July","failed",49,45,49.6938775510204,40.5833333333333,54.1111111111111,">=2000 & <10000","North America","<100"
"279704","February","failed",11,31,10.7272727272727,0.983333333333333,3.80645161290323,">=10000 & <50000","North America","<100"
"279740","September","failed",3,30,7.66666666666667,0.00278787878787879,0.766666666666667,">=100000","North America","<100"
"279754","November","failed",6,60,26.8333333333333,1.07333333333333,2.68333333333333,">=10000 & <50000","North America","<100"
"279778","November","successful",620,35,52.7104193548387,355.907513267388,933.727428571429,">=2000 & <10000","Latin America",">100"
"279787","March","successful",4,7,126,100.8,72,"<2000","North America",">100"
"279795","November","successful",875,17,69.6102857142857,507.575,3582.88235294118,">=10000 & <50000","North America",">100"
"279799","September","successful",186,27,89.6434946236559,474.749864753281,617.544074074074,">=2000 & <10000","Europe",">100"
"279852","May","failed",1,30,1.33,0.00400516153900591,0.0443333333333333,">=10000 & <50000","Europe","<100"
"279858","December","failed",3,60,4.66666666666667,0.00311111111111111,0.233333333333333,">=100000","North America","<100"
"279859","June","successful",212,30,76.1320754716981,107.6,538,">=10000 & <50000","North America",">100"
"279883","July","successful",272,60,69.1691176470588,188.14,313.566666666667,">=10000 & <50000","North America",">100"
"279922","June","successful",131,34,141.304351145038,101.771432435687,544.437352941176,">=10000 & <50000","Europe",">100"
"279933","March","failed",3,58,13,3.9,0.672413793103448,"<2000","North America","<100"
"279953","September","successful",23,37,22.1304347826087,101.8,13.7567567567568,"<2000","North America",">100"
"279962","July","successful",71,39,31.3380281690141,123.611111111111,57.0512820512821,"<2000","North America",">100"
"279981","May","failed",1,30,5.55,1.00036049026676,0.185,"<2000","Europe","<100"
"279991","June","successful",37,30,79.2432432432432,293.2,97.7333333333333,"<2000","North America",">100"
"280013","October","successful",86,23,54.6395348837209,117.475,204.304347826087,">=2000 & <10000","North America",">100"
"280031","May","failed",0,30,0,0,0,"<2000","Europe","<100"
"280089","November","failed",19,30,32.7205263157895,16.2000109443687,20.723,">=2000 & <10000","Asia & Pacific","<100"
"280113","May","failed",29,30,37.8744827586207,20.2427597798722,36.612,">=2000 & <10000","North America","<100"
"280138","July","successful",336,30,244.833333333333,102.83,2742.13333333333,">=50000 & <100000","North America",">100"
"280140","May","failed",32,30,45.0371875,19.7272765848524,48.0396666666667,">=2000 & <10000","Europe","<100"
"280188","September","successful",278,30,28.1079136690647,651.166666666667,260.466666666667,"<2000","North America",">100"
"280200","May","failed",56,31,114.904285714286,28.6750068739196,207.569032258065,">=10000 & <50000","Europe","<100"
"280262","January","failed",5,32,8,3.33333333333333,1.25,"<2000","North America","<100"
"280263","February","successful",224,45,47.8816964285714,107.255,238.344444444444,">=10000 & <50000","North America",">100"
"280299","January","successful",100,28,102.4267,175.956125507846,365.809642857143,">=2000 & <10000","Europe",">100"
"280310","May","successful",346,28,44.4472543352601,116.613903053971,549.241071428571,">=10000 & <50000","Europe",">100"
"280367","August","successful",45,32,31.4444444444444,101.071428571429,44.21875,"<2000","North America",">100"
"280382","May","successful",140,47,118.578571428571,166.01,353.212765957447,">=10000 & <50000","North America",">100"
"280386","January","successful",2074,30,35.3698216007715,733.5701,2445.23366666667,">=10000 & <50000","North America",">100"
"280395","October","failed",0,20,0,0,0,"<2000","North America","<100"
"280448","August","failed",0,30,0,0,0,">=10000 & <50000","Europe","<100"
"280613","May","successful",1005,28,30.9094527363184,103.546666666667,1109.42857142857,">=10000 & <50000","North America",">100"
"280670","July","successful",244,30,48.2164754098361,117.916696317515,392.160666666667,">=2000 & <10000","Asia & Pacific",">100"
"280672","July","failed",7,30,10.8571428571429,1.52,2.53333333333333,">=2000 & <10000","North America","<100"
"280724","January","successful",94,60,26.4148936170213,165.533333333333,41.3833333333333,"<2000","North America",">100"
"280730","October","failed",102,30,21.1960784313725,72.0666666666667,72.0666666666667,">=2000 & <10000","North America","<100"
"280765","May","successful",7,40,72.2857142857143,155.692307692308,12.65,"<2000","North America",">100"
"280777","September","successful",1946,30,15.6459352517986,1522.3495,1014.89966666667,">=2000 & <10000","North America",">100"
"280783","January","successful",52,29,74.3653846153846,257.8,133.344827586207,"<2000","North America",">100"
"280819","January","failed",12,30,59.4283333333333,6.99483288279629,23.7713333333333,">=10000 & <50000","Europe","<100"
"280835","July","successful",998,30,85.3153406813627,851.992375120077,2838.157,">=2000 & <10000","North America",">100"
"280844","February","failed",36,42,35.8333333333333,12.9,30.7142857142857,">=10000 & <50000","North America","<100"
"280850","April","failed",2,30,1,0.4,0.0666666666666667,"<2000","North America","<100"
"280881","September","failed",261,30,58.5977011494253,50.98,509.8,">=10000 & <50000","North America","<100"
"280920","January","successful",163,30,36.2453987730061,12308.3333333333,196.933333333333,"<2000","North America",">100"
"280922","March","failed",11,30,56,8.21333333333333,20.5333333333333,">=2000 & <10000","North America","<100"
"280957","October","failed",794,42,49.3688916876574,71.5960074608056,933.307142857143,">=50000 & <100000","Europe","<100"
"280992","April","successful",794,30,26.5692695214106,273.087378640777,703.2,">=2000 & <10000","North America",">100"
"281008","May","failed",2,50,1,0.00266666666666667,0.04,">=50000 & <100000","North America","<100"
"281028","April","failed",0,30,0,0,0,">=10000 & <50000","North America","<100"
"281030","November","failed",38,21,167.157894736842,25.408,302.47619047619,">=10000 & <50000","North America","<100"
"281052","March","failed",7,30,39.66,8.46657985184553,9.254,">=2000 & <10000","Europe","<100"
"281109","April","failed",2,30,13.485,0.210031516408858,0.899,">=10000 & <50000","Europe","<100"
"281159","June","failed",101,30,50.1980198019802,27.4054054054054,169,">=10000 & <50000","North America","<100"
"281175","July","successful",143,21,17.3496503496504,8270,118.142857142857,"<2000","North America",">100"
"281183","November","failed",1,30,10,0.266666666666667,0.333333333333333,">=2000 & <10000","North America","<100"
"281200","September","failed",24,30,11.005,20.1999189311144,8.804,"<2000","Europe","<100"
"281205","October","failed",5,30,6.778,0.192387058464889,1.12966666666667,">=10000 & <50000","Europe","<100"
"281209","April","failed",16,30,154.0625,0.704285714285714,82.1666666666667,">=100000","North America","<100"
"281211","May","failed",57,30,33.8629824561404,27.0199634076519,64.3396666666667,">=2000 & <10000","Europe","<100"
"281239","November","successful",27,21,43.4696296296296,116.933009205755,55.8895238095238,"<2000","Europe",">100"
"281284","September","failed",4,60,160,2.13333333333333,10.6666666666667,">=10000 & <50000","North America","<100"
"281310","August","failed",63,34,82.9047619047619,69.64,153.617647058824,">=2000 & <10000","North America","<100"
"281367","February","failed",17,30,54,18.36,30.6,">=2000 & <10000","North America","<100"
"281415","August","failed",2,60,40.405,0.240486699130337,1.34683333333333,">=10000 & <50000","North America","<100"
"281431","April","failed",7,30,15.1714285714286,1.89998085706669,3.54,">=2000 & <10000","Europe","<100"
"281455","June","successful",145,24,255.575793103448,741.1698,1544.10375,">=2000 & <10000","North America",">100"
"281484","July","successful",585,35,23.2034188034188,226.233333333333,387.828571428571,">=2000 & <10000","North America",">100"
"281485","April","failed",3,30,41.4,1.06663002451875,4.14,">=10000 & <50000","North America","<100"
"281527","October","successful",2553,41,81.3341167254211,415.292,5064.53658536585,">=50000 & <100000","North America",">100"
"281578","January","successful",272,31,35.7426470588235,388.88,313.612903225806,">=2000 & <10000","North America",">100"
"281606","May","successful",80,43,97.625,120.153846153846,181.627906976744,">=2000 & <10000","North America",">100"
"281622","December","successful",51,14,61.6498039215686,3994.08028455285,224.581428571429,"<2000","North America",">100"
"281629","December","successful",13,10,14.2307692307692,185,18.5,"<2000","North America",">100"
"281704","February","successful",99,36,36.2222222222222,717.2,99.6111111111111,"<2000","North America",">100"
"281755","September","failed",51,31,39.5294117647059,67.2,65.0322580645161,">=2000 & <10000","North America","<100"
"281777","June","successful",165,31,21.9151515151515,301.333333333333,116.645161290323,"<2000","North America",">100"
"281833","June","successful",219,45,29.9248858447489,439.460996331985,145.634444444444,"<2000","Europe",">100"
"281853","June","successful",160,10,25.14375,402.3,402.3,"<2000","North America",">100"
"281854","July","failed",1,30,7.71,0.100037238245625,0.257,">=2000 & <10000","North America","<100"
"281862","November","successful",52,21,51.5192307692308,267.9,127.571428571429,"<2000","North America",">100"
"281878","January","successful",230,35,65.1521739130435,124.875,428.142857142857,">=10000 & <50000","North America",">100"
"281917","October","successful",1075,23,53.5916279069767,480.091666666667,2504.82608695652,">=10000 & <50000","North America",">100"
"281937","December","successful",39,30,98.5384615384615,109.8,128.1,">=2000 & <10000","North America",">100"
"281970","July","failed",2,30,25.5,0.425,1.7,">=10000 & <50000","North America","<100"
"282003","November","failed",3,60,3.4,0.0636220401717047,0.17,">=10000 & <50000","Europe","<100"
"282007","October","failed",1,30,15.74,0.0400047883749237,0.524666666666667,">=10000 & <50000","North America","<100"
"282043","October","failed",8,32,32.70625,6.00003210412744,8.1765625,">=2000 & <10000","Europe","<100"
"282046","January","successful",197,30,102.979695431472,101.435,676.233333333333,">=10000 & <50000","North America",">100"
"282062","March","failed",24,28,90.5416666666667,8.692,77.6071428571429,">=10000 & <50000","North America","<100"
"282114","November","successful",854,30,47.3501170960187,449.3,1347.9,">=2000 & <10000","North America",">100"
"282132","June","failed",5,20,170.72,14.3199852371286,42.68,">=2000 & <10000","North America","<100"
"282143","January","failed",108,30,91.9074074074074,78.1267217630854,330.866666666667,">=10000 & <50000","North America","<100"
"282155","October","failed",69,30,126.456086956522,51.7607494908737,290.849,">=10000 & <50000","Europe","<100"
"282182","August","failed",70,35,53.5571428571429,2.08277777777778,107.114285714286,">=100000","North America","<100"
"282202","February","successful",1653,30,80.7623593466425,1178.36628341127,4450.006,">=10000 & <50000","Europe",">100"
"282215","November","failed",66,41,80.8134848484848,49.049033492119,130.09,">=10000 & <50000","Europe","<100"
"282275","October","failed",1,30,10,0.05,0.333333333333333,">=10000 & <50000","North America","<100"
"282276","April","failed",4,30,22.8325,12.2002698406337,3.04433333333333,"<2000","Europe","<100"
"282284","April","failed",152,35,45.7960526315789,43.50625,198.885714285714,">=10000 & <50000","North America","<100"
"282310","April","successful",567,31,37.2153262786596,105.805726652239,680.680322580645,">=10000 & <50000","North America",">100"
"282313","January","failed",71,36,36.7464788732394,26.09,72.4722222222222,">=10000 & <50000","North America","<100"
"282335","July","successful",3308,31,32.4286577992745,715.16,3460.45161290323,">=10000 & <50000","North America",">100"
"282342","May","successful",403,30,30.5930521091811,821.933333333333,410.966666666667,"<2000","North America",">100"
"282359","October","failed",125,22,28.77328,59.6200005304477,163.484545454545,">=2000 & <10000","Europe","<100"
"282368","April","successful",225,12,29.7555555555556,267.8,557.916666666667,">=2000 & <10000","North America",">100"
"282426","October","failed",70,30,88.1287142857143,61.6901,205.633666666667,">=10000 & <50000","North America","<100"
"282443","April","failed",7,50,76.4285714285714,10.7,10.7,">=2000 & <10000","North America","<100"
"282511","December","failed",0,30,0,0,0,">=2000 & <10000","Europe","<100"
"282515","November","failed",144,21,15.0763888888889,48.2444444444444,103.380952380952,">=2000 & <10000","North America","<100"
"282517","August","failed",0,30,0,0,0,">=2000 & <10000","North America","<100"
"282542","July","failed",101,20,57.7561386138614,53.0306363636364,291.6685,">=10000 & <50000","North America","<100"
"282546","November","failed",12,45,106.916666666667,8.55333333333333,28.5111111111111,">=10000 & <50000","North America","<100"
"282578","August","successful",67,22,16.8767164179104,1018.68468468468,51.3972727272727,"<2000","North America",">100"
"282606","November","successful",1034,10,18.4187620889749,380.9,1904.5,">=2000 & <10000","North America",">100"
"282608","March","successful",14,30,29.7064285714286,120.401250651381,13.863,"<2000","Asia & Pacific",">100"
"282648","November","failed",1,60,10,0.0833333333333333,0.166666666666667,">=10000 & <50000","North America","<100"
"282649","June","failed",14,30,23.7142857142857,3.32,11.0666666666667,">=10000 & <50000","North America","<100"
"282796","May","failed",2,30,49.155,0.259990638115564,3.277,">=10000 & <50000","North America","<100"
"282817","May","failed",4,30,11.1775,2.27985457067243,1.49033333333333,"<2000","North America","<100"
"282837","July","successful",437,31,55.6544622425629,121.605,784.548387096774,">=10000 & <50000","North America",">100"
"282839","November","successful",68,30,117.567794117647,182.574946161172,266.487,">=2000 & <10000","Europe",">100"
"282846","March","failed",15,34,68.3333333333333,5.125,30.1470588235294,">=10000 & <50000","North America","<100"
"282867","July","successful",21,30,33.2857142857143,139.8,23.3,"<2000","North America",">100"
"282923","December","failed",7,20,15,42,5.25,"<2000","North America","<100"
"282946","November","failed",5,28,75,6.81818181818182,13.3928571428571,">=2000 & <10000","North America","<100"
"283024","November","failed",6,30,59.6666666666667,14.32,11.9333333333333,">=2000 & <10000","North America","<100"
"283111","July","failed",11,25,46.5454545454545,5.68888888888889,20.48,">=2000 & <10000","North America","<100"
"283156","October","successful",1011,30,36.2710880316518,323.714633780312,1222.33566666667,">=10000 & <50000","Europe",">100"
"283221","January","failed",3,30,42.8166666666667,1.59997309504176,4.28166666666667,">=2000 & <10000","North America","<100"
"283307","June","successful",274,30,33.4416058394161,101.811111111111,305.433333333333,">=2000 & <10000","North America",">100"
"283317","September","successful",1231,21,29.2660194963444,1220.61975476793,1715.54619047619,">=2000 & <10000","Europe",">100"
"283329","December","failed",22,30,31.4904545454545,4.27331342628089,23.093,">=10000 & <50000","Europe","<100"
"283350","February","failed",51,28,36.5490196078431,18.64,66.5714285714286,">=10000 & <50000","North America","<100"
"283416","January","failed",1,30,1,0.5,0.0333333333333333,"<2000","North America","<100"
"283425","June","successful",31,45,120.968064516129,100.000266666667,83.3335555555556,">=2000 & <10000","North America",">100"
"283448","October","failed",1,28,33.45,1.40001506742673,1.19464285714286,">=2000 & <10000","Europe","<100"
"283451","May","failed",0,30,0,0,0,"<2000","North America","<100"
"283474","September","failed",170,34,16.9235294117647,57.54,84.6176470588235,">=2000 & <10000","North America","<100"
"283480","October","failed",24,31,26.7254166666667,10.8800230692246,20.6906451612903,">=2000 & <10000","North America","<100"
"283534","October","failed",464,24,53.2068965517241,82.2933333333333,1028.66666666667,">=10000 & <50000","North America","<100"
"283557","May","failed",2,30,60,0.24,4,">=50000 & <100000","North America","<100"
"283568","April","successful",210,16,47.3904761904762,248.8,622,">=2000 & <10000","North America",">100"
"283590","February","failed",57,24,38.280701754386,13.6375,90.9166666666667,">=10000 & <50000","North America","<100"
"283642","April","successful",263,33,66.7169961977186,508.044010133912,531.714242424242,">=2000 & <10000","Europe",">100"
"283679","April","failed",1,34,1.44,0.0142537423497492,0.0423529411764706,">=10000 & <50000","Europe","<100"
"283720","September","successful",336,27,66.2323214285714,124.855026279292,824.224444444445,">=10000 & <50000","Europe",">100"
"283733","September","successful",58,30,137.51724137931,159.52,265.866666666667,">=2000 & <10000","North America",">100"
"283803","November","successful",134,30,20,134,89.3333333333333,">=2000 & <10000","North America",">100"
"283809","April","failed",52,30,30.6471153846154,54.400068271036,53.1216666666667,">=2000 & <10000","Europe","<100"
"283861","February","successful",58,39,174.984482758621,101.491,260.233333333333,">=10000 & <50000","North America",">100"
"283933","July","successful",154,38,138.032467532468,425.14,559.394736842105,">=2000 & <10000","North America",">100"
"283937","May","failed",0,25,0,0,0,"<2000","North America","<100"
"283948","November","successful",34,10,38.3135294117647,323.666360225607,130.266,"<2000","Europe",">100"
"283953","October","successful",163,37,41.9027607361963,105.958359124242,184.598648648649,">=2000 & <10000","Latin America",">100"
"283994","April","successful",556,30,66.910881294964,158.576663570647,1240.08166666667,">=10000 & <50000","Europe",">100"
"284008","February","failed",12,30,19.6666666666667,11.8,7.86666666666667,">=2000 & <10000","North America","<100"
"284025","July","failed",3,30,4.41333333333333,0.340108968447444,0.441333333333333,">=2000 & <10000","North America","<100"
"284073","February","successful",5012,33,34.3310794094174,134.122211389252,5214.16272727273,">=100000","Europe",">100"
"284088","February","failed",9,30,87.9088888888889,3.42000711510871,26.3726666666667,">=10000 & <50000","North America","<100"
"284091","May","successful",699,30,38.826895565093,108.56,904.666666666667,">=10000 & <50000","North America",">100"
"284094","July","failed",2,30,13,0.052,0.866666666666667,">=50000 & <100000","North America","<100"
"284121","April","successful",2533,21,73.9467035136202,535.162857142857,8919.38095238095,">=10000 & <50000","North America",">100"
"284149","July","successful",140,30,26.3175714285714,105.300672479773,122.815333333333,">=2000 & <10000","Europe",">100"
"284174","July","successful",59,17,73.593220338983,160.695780903035,255.411764705882,">=2000 & <10000","North America",">100"
"284198","May","failed",140,30,34.4428571428571,32.1466666666667,160.733333333333,">=10000 & <50000","North America","<100"
"284218","January","successful",420,29,46.3904761904762,194.84,671.862068965517,">=10000 & <50000","North America",">100"
"284229","July","failed",27,21,25.4733333333333,11.0392049230058,32.7514285714286,">=2000 & <10000","Europe","<100"
"284256","January","successful",73,35,31.9178082191781,116.5,66.5714285714286,">=2000 & <10000","North America",">100"
"284270","May","successful",54,30,113.193703703704,158.919987000325,203.748666666667,">=2000 & <10000","Asia & Pacific",">100"
"284300","April","successful",79,30,54.4683544303797,215.15,143.433333333333,">=2000 & <10000","North America",">100"
"284310","June","successful",15,10,49,73500,73.5,"<2000","North America",">100"
"284329","March","successful",717,27,24.9729428172943,165.792592592593,663.17037037037,">=10000 & <50000","North America",">100"
"284373","November","failed",96,30,71.2291666666667,34.19,227.933333333333,">=10000 & <50000","North America","<100"
"284374","May","failed",33,33,114.151515151515,25.1133333333333,114.151515151515,">=10000 & <50000","North America","<100"
"284390","July","failed",48,30,24.875,7.96,39.8,">=10000 & <50000","North America","<100"
"284466","May","successful",188,12,72.691170212766,350.066729682029,1138.82833333333,">=2000 & <10000","Europe",">100"
"284471","February","failed",4,30,10.8575,1.14003864003864,1.44766666666667,">=2000 & <10000","Asia & Pacific","<100"
"284480","July","failed",33,30,30.8787878787879,14.5571428571429,33.9666666666667,">=2000 & <10000","North America","<100"
"284484","May","failed",2,45,15.5,0.0885714285714286,0.688888888888889,">=10000 & <50000","North America","<100"
"284511","November","failed",25,30,29.64,3.705,24.7,">=10000 & <50000","North America","<100"
"284515","January","successful",1010,28,116.733623762376,786.0064,4210.74857142857,">=10000 & <50000","North America",">100"
"284520","July","failed",2,48,25,0.25,1.04166666666667,">=10000 & <50000","North America","<100"
"284538","September","failed",0,60,0,0,0,">=50000 & <100000","Europe","<100"
"284546","October","successful",101,30,163.633663366337,330.54,550.9,">=2000 & <10000","North America",">100"
"284585","October","successful",941,30,35.8289798087141,492.736769646952,1123.83566666667,">=2000 & <10000","Asia & Pacific",">100"
"284588","August","successful",307,30,23.6970684039088,242.5,242.5,">=2000 & <10000","North America",">100"
"284626","October","successful",467,34,138.989764453961,2042.68063947633,1909.06529411765,">=2000 & <10000","Europe",">100"
"284634","June","successful",4,30,76.8975,109.998927153739,10.253,"<2000","Europe",">100"
"284654","November","failed",2,30,8.67,3.20044296788483,0.578,"<2000","Europe","<100"
"284678","November","failed",4,30,15,1.14285714285714,2,">=2000 & <10000","North America","<100"
"284698","July","successful",198,33,31.2727272727273,206.4,187.636363636364,">=2000 & <10000","North America",">100"
"284703","February","successful",112,30,103.982142857143,1164.6,388.2,"<2000","North America",">100"
"284730","January","successful",15,21,11.8,177,8.42857142857143,"<2000","North America",">100"
"284740","May","successful",122,30,49.5737704918033,120.96,201.6,">=2000 & <10000","North America",">100"
"284761","January","successful",3247,20,38.6377425315676,2509.135,6272.8375,">=2000 & <10000","North America",">100"
"284773","February","successful",10862,16,93.0729893205671,1684.93135,63184.925625,">=50000 & <100000","North America",">100"
"284800","February","successful",233,30,36.2145922746781,140.633333333333,281.266666666667,">=2000 & <10000","North America",">100"
"284846","January","successful",1421,31,44.1351161154117,627.16,2023.09677419355,">=10000 & <50000","North America",">100"
"284857","December","failed",5,30,29,2.9,4.83333333333333,">=2000 & <10000","North America","<100"
"284863","May","failed",109,33,43.394495412844,23.65,143.333333333333,">=10000 & <50000","North America","<100"
"284877","September","successful",68,10,47.3676470588235,107.366666666667,322.1,">=2000 & <10000","North America",">100"
"284881","March","failed",2,14,40.5,40.5,5.78571428571429,"<2000","North America","<100"
"284957","April","failed",0,60,0,0,0,"<2000","North America","<100"
"284991","June","failed",25,45,21.92,21.92,12.1777777777778,">=2000 & <10000","North America","<100"
"284992","November","failed",4,30,31.835,1.49994934991201,4.24466666666667,">=2000 & <10000","Asia & Pacific","<100"
"284993","November","successful",956,30,45.109309623431,172.498,1437.48333333333,">=10000 & <50000","North America",">100"
"285020","June","failed",1,30,100,0.05,3.33333333333333,">=100000","North America","<100"
"285022","July","failed",7,60,18.2828571428571,0.0534988400224162,2.133,">=100000","Europe","<100"
"285042","October","failed",2,60,30,6,1,"<2000","North America","<100"
"285086","July","failed",66,30,27.6515151515152,7.3,60.8333333333333,">=10000 & <50000","North America","<100"
"285105","September","successful",34,20,304.970588235294,864.083333333333,518.45,"<2000","North America",">100"
"285111","June","failed",0,60,0,0,0,">=50000 & <100000","North America","<100"
"285122","April","successful",13,30,51.4923076923077,106.999568421221,22.3133333333333,"<2000","Europe",">100"
"285192","August","successful",233,30,25.3363948497854,264.767115915054,196.779333333333,">=2000 & <10000","Asia & Pacific",">100"
"285230","October","successful",52,20,32.75,170.3,85.15,"<2000","North America",">100"
"285254","October","failed",3,30,63,0.230487804878049,6.3,">=50000 & <100000","North America","<100"
"285318","May","successful",9627,21,93.2188397216163,1554.5295259489,42734.1795238095,">=50000 & <100000","Europe",">100"
"285325","July","successful",65,30,49.392,245.299511002445,107.016,"<2000","Europe",">100"
"285346","March","successful",209,15,27.5789473684211,115.28,384.266666666667,">=2000 & <10000","North America",">100"
"285413","November","successful",213,21,26.6713615023474,284.05,270.52380952381,">=2000 & <10000","North America",">100"
"285447","April","failed",3,32,15.6666666666667,0.0886792452830189,1.46875,">=50000 & <100000","North America","<100"
"285466","December","successful",15,30,21.1486666666667,297.004025840277,10.5743333333333,"<2000","Europe",">100"
"285482","April","failed",5,30,2.64,0.212503581973257,0.44,">=2000 & <10000","North America","<100"
"285491","October","failed",1,30,1.24,0.498612730708915,0.0413333333333333,"<2000","Europe","<100"
"285498","February","successful",29,27,24.2068965517241,140.4,26,"<2000","North America",">100"
"285521","April","successful",112,7,49.2142857142857,110.24,787.428571428571,">=2000 & <10000","North America",">100"
"285527","May","failed",248,42,27.7096774193548,68.72,163.619047619048,">=10000 & <50000","North America","<100"
"285545","November","successful",221,10,42.9296832579185,255.781839749811,948.746,">=2000 & <10000","Europe",">100"
"285643","October","successful",10,30,113.561,105.500743218135,37.8536666666667,"<2000","Europe",">100"
"285660","April","failed",7,40,31.55,4.40001593847748,5.52125,">=2000 & <10000","Europe","<100"
"285695","July","failed",26,30,33.0769230769231,14.3333333333333,28.6666666666667,">=2000 & <10000","North America","<100"
"285719","August","successful",67,10,35.4626865671642,118.8,237.6,">=2000 & <10000","North America",">100"
"285725","May","failed",64,30,35.7815625,20.6666702765339,76.334,">=10000 & <50000","Asia & Pacific","<100"
"285772","June","failed",4,33,173.175,5.95001370040689,20.9909090909091,">=10000 & <50000","Europe","<100"
"285796","July","failed",4,45,30.7225,0.0930006932104726,2.73088888888889,">=100000","Europe","<100"
"285814","October","failed",3,40,36.3333333333333,0.908333333333333,2.725,">=10000 & <50000","North America","<100"
"285818","April","failed",72,33,42.8580555555556,10.0636540517412,93.5084848484849,">=10000 & <50000","Europe","<100"
"285821","August","failed",10,30,19.3,25.7333333333333,6.43333333333333,"<2000","North America","<100"
"285921","November","successful",182,29,34.4078571428571,100.775015408581,215.938965517241,">=2000 & <10000","North America",">100"
"285946","July","failed",26,30,25.4615384615385,31.5238095238095,22.0666666666667,">=2000 & <10000","North America","<100"
"285957","June","failed",15,31,48.5333333333333,20.8,23.4838709677419,">=2000 & <10000","North America","<100"
"285976","October","successful",290,12,65.0034482758621,377.02,1570.91666666667,">=2000 & <10000","North America",">100"
"285984","February","successful",34,30,46.0588235294118,130.5,52.2,"<2000","North America",">100"
"285994","October","failed",182,32,61.1043956043956,14.828,347.53125,">=50000 & <100000","North America","<100"
"285996","August","successful",244,33,43.3350819672131,129.028542142064,320.41696969697,">=2000 & <10000","Europe",">100"
"286000","November","failed",28,60,147.178571428571,41.21,68.6833333333333,">=10000 & <50000","North America","<100"
"286038","August","failed",25,36,17.56,1.25428571428571,12.1944444444444,">=10000 & <50000","North America","<100"
"286040","April","failed",12,29,72.0275,15.0341269620394,29.8044827586207,">=2000 & <10000","Europe","<100"
"286052","November","failed",21,35,13.3333333333333,0.28,8,">=100000","North America","<100"
"286057","March","failed",17,30,49.2941176470588,7.48214285714286,27.9333333333333,">=10000 & <50000","North America","<100"
"286058","January","failed",0,60,0,0,0,"<2000","North America","<100"
"286076","May","successful",335,15,29.9462686567164,200.64,668.8,">=2000 & <10000","North America",">100"
"286122","August","successful",81,14,91.4569135802469,681.497120568159,529.143571428571,"<2000","Europe",">100"
"286183","December","failed",0,30,0,0,0,"<2000","Europe","<100"
"286212","March","successful",822,31,42.4209245742092,348.7,1124.83870967742,">=10000 & <50000","North America",">100"
"286219","April","failed",50,30,88.2424,7.77600909126798,147.070666666667,">=50000 & <100000","Europe","<100"
"286235","April","failed",1,7,1,0.0666666666666667,0.142857142857143,"<2000","North America","<100"
"286243","December","successful",322,30,30.2600621118012,115.812432102199,324.791333333333,">=2000 & <10000","Asia & Pacific",">100"
